api;cat;type
<android.net.INetworkStatsService$Stub$Proxy: void setUidForeground(int,boolean)>;NETWORK;SINK
<android.net.LinkCapabilities: void put(int,java.lang.String)>;NETWORK;SINK
<android.net.LinkProperties: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.LocalSocket: void setFileDescriptorsForSend(java.io.FileDescriptor[])>;FILE;SINK
<android.net.LocalSocket: void setReceiveBufferSize(int)>;NETWORK;SINK
<android.net.LocalSocket: void setSendBufferSize(int)>;NETWORK;SINK
<android.net.LocalSocket: void setSoTimeout(int)>;NETWORK;SINK
<android.net.LocalSocketImpl$SocketOutputStream: void write(byte[])>;NETWORK;SINK
<android.net.LocalSocketImpl: void bind(android.net.LocalSocketAddress)>;FILE;SINK
<android.net.LocalSocketImpl: void setFileDescriptorsForSend(java.io.FileDescriptor[])>;FILE;SINK
<android.net.LocalSocketImpl: void setOption(int,java.lang.Object)>;FILE;SINK
<android.net.NetworkPolicy: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.NetworkPolicyManager: void setNetworkPolicies(android.net.NetworkPolicy[])>;NETWORK;SINK
<android.net.NetworkPolicyManager: void setUidPolicy(int,int)>;NETWORK;SINK
<android.net.NetworkState: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.NetworkStats: void dump(java.lang.String,java.io.PrintWriter)>;NETWORK;SINK
<android.net.NetworkStatsHistory$DataStreamUtils: void writeVarLong(java.io.DataOutputStream,long)>;NETWORK;SINK
<android.net.NetworkStatsHistory$DataStreamUtils: void writeVarLongArray(java.io.DataOutputStream,long[],int)>;NETWORK;SINK
<android.net.NetworkStatsHistory$ParcelUtils: void writeLongArray(android.os.Parcel,long[],int)>;NETWORK;SINK
<android.net.NetworkStatsHistory: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.NetworkStatsHistory: void writeToStream(java.io.DataOutputStream)>;NETWORK;SINK
<android.net.Proxy: void setHttpProxySystemProperty(java.lang.String,java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.TrafficStats: void setThreadStatsUid(int)>;NETWORK;SINK
<android.net.Uri$HierarchicalUri: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.Uri$OpaqueUri: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.http.AndroidHttpClientConnection: void setSocketTimeout(int)>;NETWORK;SINK
<android.net.http.Headers: void setAcceptRanges(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setCacheControl(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setContentDisposition(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setContentEncoding(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setContentType(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setEtag(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setExpires(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setLastModified(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setLocation(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setProxyAuthenticate(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setWwwAuthenticate(java.lang.String)>;NETWORK;SINK
<android.net.http.Headers: void setXPermittedCrossDomainPolicies(java.lang.String)>;NETWORK;SINK
<android.net.http.HttpsConnection: android.net.http.AndroidHttpClientConnection openConnection(android.net.http.Request)>;NETWORK;SINK
<android.net.http.RequestHandle: boolean setupRedirect(java.lang.String,int,java.util.Map)>;NETWORK;SINK
<android.net.http.RequestHandle: void setupBasicAuthResponse(boolean,java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.http.RequestHandle: void setupDigestAuthResponse(boolean,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.http.RequestQueue: void queueRequest(android.net.http.Request,boolean)>;NETWORK;SINK
<android.net.http.SslCertificate: android.os.Bundle saveState(android.net.http.SslCertificate)>;NETWORK;SINK
<android.net.rtp.AudioGroup: void sendDtmf(int)>;NETWORK;SINK
<android.net.sip.ISipService$Stub$Proxy: boolean isOpened(java.lang.String)>;VOIP;SINK
<android.net.sip.ISipService$Stub$Proxy: boolean isRegistered(java.lang.String)>;NETWORK;SINK
<android.net.sip.ISipService$Stub$Proxy: void close(java.lang.String)>;NETWORK;SINK
<android.net.sip.ISipService$Stub$Proxy: void open3(android.net.sip.SipProfile,android.app.PendingIntent,android.net.sip.ISipSessionListener)>;VOIP;SINK
<android.net.sip.ISipService$Stub$Proxy: void setRegistrationListener(java.lang.String,android.net.sip.ISipSessionListener)>;VOIP;SINK
<android.net.sip.ISipSession$Stub$Proxy: void answerCall(java.lang.String,int)>;NETWORK;SINK
<android.net.sip.ISipSession$Stub$Proxy: void changeCall(java.lang.String,int)>;NETWORK;SINK
<android.net.sip.ISipSession$Stub$Proxy: void makeCall(android.net.sip.SipProfile,java.lang.String,int)>;VOIP;SINK
<android.net.sip.ISipSession$Stub$Proxy: void register(int)>;NETWORK;SINK
<android.net.sip.ISipSession$Stub$Proxy: void setListener(android.net.sip.ISipSessionListener)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onCallBusy(android.net.sip.ISipSession)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onCallChangeFailed(android.net.sip.ISipSession,int,java.lang.String)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onCallEnded(android.net.sip.ISipSession)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onCallEstablished(android.net.sip.ISipSession,java.lang.String)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onCallTransferring(android.net.sip.ISipSession,java.lang.String)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onCalling(android.net.sip.ISipSession)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onError(android.net.sip.ISipSession,int,java.lang.String)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onRegistering(android.net.sip.ISipSession)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onRegistrationDone(android.net.sip.ISipSession,int)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onRegistrationFailed(android.net.sip.ISipSession,int,java.lang.String)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onRegistrationTimeout(android.net.sip.ISipSession)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onRinging(android.net.sip.ISipSession,android.net.sip.SipProfile,java.lang.String)>;VOIP;SINK
<android.net.sip.ISipSessionListener$Stub$Proxy: void onRingingBack(android.net.sip.ISipSession)>;VOIP;SINK
<android.net.sip.SimpleSessionDescription$Fields: void setAddress(java.lang.String)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription$Fields: void setAttribute(java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription$Fields: void setBandwidth(java.lang.String,int)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription$Fields: void setEncryption(java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription$Media: void setAddress(java.lang.String)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription$Media: void setAttribute(java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription$Media: void setBandwidth(java.lang.String,int)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription$Media: void setEncryption(java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription$Media: void setFormat(java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription$Media: void setRtpPayload(int,java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription: void setAddress(java.lang.String)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription: void setAttribute(java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription: void setBandwidth(java.lang.String,int)>;NETWORK;SINK
<android.net.sip.SimpleSessionDescription: void setEncryption(java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.sip.SipAudioCall: void sendDtmf(int)>;NETWORK;SINK
<android.net.sip.SipAudioCall: void sendDtmf(int,android.os.Message)>;LOG;SINK
<android.net.sip.SipAudioCall: void setSpeakerMode(boolean)>;NETWORK;SINK
<android.net.sip.SipManager: android.content.Intent createIncomingCallBroadcast(java.lang.String,java.lang.String)>;NETWORK;SINK
<android.net.sip.SipManager: void open(android.net.sip.SipProfile)>;VOIP;SINK
<android.net.sip.SipManager: void open(android.net.sip.SipProfile,android.app.PendingIntent,android.net.sip.SipRegistrationListener)>;VOIP;SINK
<android.net.sip.SipManager: void setRegistrationListener(java.lang.String,android.net.sip.SipRegistrationListener)>;VOIP;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: boolean acquireWifiLock(android.os.IBinder,int,java.lang.String,android.os.WorkSource)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: boolean disableNetwork(int)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: boolean enableNetwork(int,boolean)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: boolean releaseWifiLock(android.os.IBinder)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: boolean removeNetwork(int)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: boolean setWifiEnabled(boolean)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: void acquireMulticastLock(android.os.IBinder,java.lang.String)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: void addToBlacklist(java.lang.String)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: void setCountryCode(java.lang.String,boolean)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: void setFrequencyBand(int,boolean)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: void setWifiApConfiguration(android.net.wifi.WifiConfiguration)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: void setWifiApEnabled(android.net.wifi.WifiConfiguration,boolean)>;NETWORK;SINK
<android.net.wifi.IWifiManager$Stub$Proxy: void updateWifiLockWorkSource(android.os.IBinder,android.os.WorkSource)>;NETWORK;SINK
<android.net.wifi.ScanResult: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.wifi.WifiConfiguration: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.wifi.WifiInfo: void setSupplicantState(java.lang.String)>;NETWORK;SINK
<android.net.wifi.WifiInfo: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.wifi.WifiManager$WifiLock: void setWorkSource(android.os.WorkSource)>;NETWORK;SINK
<android.net.wifi.WifiManager: boolean setWifiApConfiguration(android.net.wifi.WifiConfiguration)>;NETWORK;SINK
<android.net.wifi.WifiManager: boolean setWifiApEnabled(android.net.wifi.WifiConfiguration,boolean)>;NETWORK;SINK
<android.net.wifi.WifiManager: boolean setWifiEnabled(boolean)>;NETWORK;SINK
<android.net.wifi.WifiManager: void setCountryCode(java.lang.String,boolean)>;NETWORK;SINK
<android.net.wifi.WifiManager: void setFrequencyBand(int,boolean)>;NETWORK;SINK
<android.net.wifi.p2p.WifiP2pDevice: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.wifi.p2p.WifiP2pDeviceList: void update(android.net.wifi.p2p.WifiP2pDevice)>;NETWORK;SINK
<android.net.wifi.p2p.WifiP2pDeviceList: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.net.wifi.p2p.WifiP2pGroup: void writeToParcel(android.os.Parcel,int)>;NETWORK;SINK
<android.nfc.INfcAdapter$Stub$Proxy: void setForegroundDispatch(android.app.PendingIntent,android.content.IntentFilter[],android.nfc.TechListParcel)>;NFC;SINK
<android.nfc.INfcAdapterExtras$Stub$Proxy: android.os.Bundle open(java.lang.String,android.os.IBinder)>;NFC;SINK
<android.nfc.INfcAdapterExtras$Stub$Proxy: void authenticate(java.lang.String,byte[])>;NFC;SINK
<android.nfc.INfcAdapterExtras$Stub$Proxy: void setCardEmulationRoute(java.lang.String,int)>;NFC;SINK
<android.nfc.INfcTag$Stub$Proxy: boolean canMakeReadOnly(int)>;NFC;SINK
<android.nfc.INfcTag$Stub$Proxy: boolean ndefIsWritable(int)>;NFC;SINK
<android.nfc.INfcTag$Stub$Proxy: int close(int)>;NFC;SINK
<android.nfc.INfcTag$Stub$Proxy: int connect(int,int)>;NFC;SINK
<android.nfc.INfcTag$Stub$Proxy: int formatNdef(int,byte[])>;NFC;SINK
<android.nfc.INfcTag$Stub$Proxy: int ndefMakeReadOnly(int)>;NFC;SINK
<android.nfc.INfcTag$Stub$Proxy: int ndefWrite(int,android.nfc.NdefMessage)>;NFC;SINK
<android.nfc.INfcTag$Stub$Proxy: int reconnect(int)>;NFC;SINK
<android.nfc.INfcTag$Stub$Proxy: int setTimeout(int,int)>;NFC;SINK
<android.nfc.NdefMessage: void writeToParcel(android.os.Parcel,int)>;NFC;SINK
<android.nfc.NfcActivityManager: void setNdefPushMessage(android.app.Activity,android.nfc.NdefMessage)>;NFC;SINK
<android.nfc.NfcAdapter: void enableForegroundDispatch(android.app.Activity,android.app.PendingIntent,android.content.IntentFilter[],java.lang.String[][])>;NFC;SINK
<android.nfc.NfcAdapter: void setNdefPushMessage(android.nfc.NdefMessage,android.app.Activity,android.app.Activity[])>;NFC;SINK
<android.nfc.Tag: void writeToParcel(android.os.Parcel,int)>;NFC;SINK
<android.nfc.tech.IsoDep: void setTimeout(int)>;NFC;SINK
<android.nfc.tech.MifareClassic: void decrement(int,int)>;NFC;SINK
<android.nfc.tech.MifareClassic: void increment(int,int)>;NFC;SINK
<android.nfc.tech.MifareClassic: void setTimeout(int)>;NFC;SINK
<android.nfc.tech.MifareUltralight: void setTimeout(int)>;NFC;SINK
<android.nfc.tech.NfcA: void setTimeout(int)>;NFC;SINK
<android.nfc.tech.NfcF: void setTimeout(int)>;NFC;SINK
<android.os.Binder: void dump(java.io.FileDescriptor,java.io.PrintWriter,java.lang.String[])>;FILE;SINK
<android.os.Binder: void dump(java.io.FileDescriptor,java.lang.String[])>;FILE;SINK
<android.os.Debug: boolean dumpService(java.lang.String,java.io.FileDescriptor,java.lang.String[])>;FILE;SINK
<android.os.Debug: void dumpHprofData(java.lang.String,java.io.FileDescriptor)>;FILE;SINK
<android.os.Debug: void startMethodTracing(java.lang.String,java.io.FileDescriptor,int,int)>;FILE;SINK
<android.os.DropBoxManager: void addFile(java.lang.String,java.io.File,int)>;FILE;SINK
<android.os.FileUtils: boolean copyToFile(java.io.InputStream,java.io.File)>;FILE;SINK
<android.os.FileUtils: java.lang.String readTextFile(java.io.File,int,java.lang.String)>;FILE;SINK
<android.os.FileUtils: void stringToFile(java.lang.String,java.lang.String)>;FILE;SINK
<android.os.ParcelFileDescriptor: android.os.ParcelFileDescriptor fromData(byte[],java.lang.String)>;FILE;SINK
<android.os.StrictMode: void onVmPolicyViolation(java.lang.String,java.lang.Throwable)>;LOG;SINK
<android.os.storage.StorageVolume: void writeToParcel(android.os.Parcel,int)>;FILE;SINK
<android.provider.Browser: void updateVisitedHistory(android.content.ContentResolver,java.lang.String,boolean)>;LOG;SINK
<android.provider.Contacts$ContactMethods: void addPostalLocation(android.content.Context,long,double,double)>;CONTACT_INFORMATION;SINK
<android.provider.Contacts$People: void setPhotoData(android.content.ContentResolver,android.net.Uri,byte[])>;CONTACT_INFORMATION;SINK
<android.provider.Contacts$Settings: void setSetting(android.content.ContentResolver,java.lang.String,java.lang.String,java.lang.String)>;CONTACT_INFORMATION;SINK
<android.provider.ContactsContract$ProfileSyncState: void set(android.content.ContentProviderClient,android.accounts.Account,byte[])>;CONTACT_INFORMATION;SINK
<android.provider.ContactsContract$SyncState: void set(android.content.ContentProviderClient,android.accounts.Account,byte[])>;CONTACT_INFORMATION;SINK
<android.provider.DrmStore: android.content.Intent addDrmFile(android.content.ContentResolver,java.io.FileInputStream,java.lang.String)>;LOG;SINK
<android.provider.Telephony$Sms: boolean moveMessageToFolder(android.content.Context,android.net.Uri,int,int)>;SMS_MMS;SINK
<android.security.Credentials: void install(android.content.Context,java.lang.String,byte[])>;LOG;SINK
<android.security.Credentials: void install(android.content.Context,java.security.KeyPair)>;LOG;SINK
<android.server.search.SearchManagerService: void dump(java.io.FileDescriptor,java.io.PrintWriter,java.lang.String[])>;FILE;SINK
<android.service.wallpaper.WallpaperService: void dump(java.io.FileDescriptor,java.io.PrintWriter,java.lang.String[])>;FILE;SINK
<android.support.v4.content.LocalBroadcastManager: boolean sendBroadcast(android.content.Intent)>;LOG;SINK
<android.telephony.ServiceState: void setCssIndicator(int)>;SYSTEM_SETTINGS;SINK
<android.telephony.ServiceState: void setStateOff()>;SYSTEM_SETTINGS;SINK
<android.telephony.ServiceState: void setStateOutOfService()>;SYSTEM_SETTINGS;SINK
<android.telephony.SmsManager: boolean copyMessageToIcc(byte[],byte[],int)>;SMS_MMS;SINK
<android.telephony.SmsManager: boolean deleteMessageFromIcc(int)>;SMS_MMS;SINK
<android.telephony.SmsManager: boolean disableCellBroadcast(int)>;SMS_MMS;SINK
<android.telephony.SmsManager: boolean disableCellBroadcastRange(int,int)>;SMS_MMS;SINK
<android.telephony.SmsManager: boolean enableCellBroadcast(int)>;SMS_MMS;SINK
